BN,School_Year,Curr_1,Pedagogy_1,Assessment_1,PosLearningEnv_2,HighExpect_2,LeveragingResources_3,GoalsActionPlans_3,TeacSuppSupervision_3,TeachTeamsLeaderDevelop_3,MonitoringRevisingSystems_3,Ave_1_InstructionalCore,Ave_2_SchoolCulture,Ave_3_SysForImprovement
X282,2017,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0
X107,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
M494,2017,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.33,2.5,2.8
R056,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.5,1.8
Q151,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
Q076,2017,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.5,2.4
Q430,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K109,2017,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,2.8
K268,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M110,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
R022,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
K630,2017,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
X369,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
M630,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M019,2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K218,2017,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.67,2.0,2.2
Q119,2017,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
K346,2017,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.67,2.0,2.4
K617,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
K243,2017,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.5,2.2
M368,2017,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.5,2.6
M198,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M184,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,1.5,2.2
M135,2017,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
Q332,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
R018,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q015,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
M282,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M467,2017,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,2.4
Q560,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.8
K327,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
K139,2017,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.33,1.5,2.2
K250,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
R027,2017,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,1.5,2.2
Q313,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
Q045,2017,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.5,2.4
Q077,2017,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.67,1.0,1.8
K535,2017,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
K454,2017,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.67,2.0,1.8
K018,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
K287,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X307,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X094,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
X333,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
X138,2017,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.33,2.0,2.4
M206,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
M145,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q025,2017,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
X418,2017,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.33,3.0,2.0
M406,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
M529,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
M301,2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.6
K484,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.4
X232,2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0
Q093,2017,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.67,2.0,1.8
K615,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
K681,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K498,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
M495,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
Q014,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K764,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X305,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.8
R600,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
K971,2017,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
K661,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
K136,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.2
K124,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.67,2.0,2.6
M825,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
M534,2017,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.33,1.0,1.8
X323,2017,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.33,2.0,1.8
M155,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q204,2017,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.67,2.0,1.8
Q069,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
K770,2017,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0
K024,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
K305,2017,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.67,1.5,2.2
X067,2017,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.5,1.6
X111,2017,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.67,3.0,2.0
X091,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
X114,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K116,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.4
Q226,2017,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.5,1.4
K254,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K190,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X160,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M200,2017,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.67,2.0,2.4
M154,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.5,2.2
M133,2017,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
R016,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
K181,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
M146,2017,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
K377,2017,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.2
Q082,2017,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.67,1.0,1.4
K397,2017,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.0,2.0
M366,2017,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.67,1.0,1.8
M500,2017,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.4
Q164,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K220,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X318,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X243,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
X367,2017,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.5,2.2
K012,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X546,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,2.0,2.2
X311,2017,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.0,2.0
Q425,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5,1.6
K288,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.5,1.8
K281,2017,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.5,1.4
K126,2017,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.67,2.0,1.6
X009,2017,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.67,2.0,1.6
X140,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
M098,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M157,2017,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.67,1.0,1.8
R031,2017,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.6
K446,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X159,2017,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.67,1.0,2.4
K171,2017,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.0,2.0
K347,2017,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.67,2.0,1.8
K310,2017,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
K007,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K394,2017,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,2.5,2.4
K529,2017,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
K016,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X054,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X500,2017,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
M038,2017,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.4
Q105,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
K184,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K401,2017,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.33,2.0,1.6
X045,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X028,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
X348,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M346,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.2
M192,2017,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.33,2.5,2.8
M191,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q099,2017,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
K009,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.4
X206,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.4
M425,2017,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.5,2.2
M347,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2
M316,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.67,2.0,2.2
M305,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.4
M281,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.8
Q311,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.8
K003,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
M314,2017,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.4
M551,2017,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0
M860,2017,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.33,1.0,2.0
K674,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,1.5,2.2
K350,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
X073,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
K504,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
K429,2017,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.67,1.0,1.4
X383,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X150,2017,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
X044,2017,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.5,2.2
Q107,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.33,2.0,2.4
X253,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K133,2017,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.67,1.0,1.4
Q058,2017,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.6
K408,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
M485,2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K001,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X068,2017,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q286,2017,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.5,1.4
K114,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X199,2017,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.4
M108,2017,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.67,1.5,2.2
K691,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
K270,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
X386,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
M540,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M161,2017,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
M520,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M124,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
Q192,2017,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
Q261,2017,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.2
X562,2017,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K023,2017,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.67,2.0,2.2
Q120,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M374,2017,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
M129,2017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
K041,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q035,2017,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q238,2017,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
M256,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X163,2017,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X023,2017,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
X382,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X129,2017,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
K179,2017,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.33,1.0,1.8
Q243,2017,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q091,2018,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0
K493,2018,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.33,2.0,1.6
Q128,2018,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.33,1.0,1.8
Q061,2018,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.33,1.0,1.6
Q013,2018,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
Q007,2018,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.6
K668,2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
K522,2018,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.67,2.0,2.8
K518,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
Q088,2018,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.67,1.0,2.0
K137,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
K284,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K165,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
K156,2018,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.5,2.2
K155,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.6
K611,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
K425,2018,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.67,2.0,2.6
K405,2018,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.33,2.0,2.2
K381,2018,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.5,1.4
K315,2018,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.5,1.8
Q143,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.8
K251,2018,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K198,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
K193,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.33,2.0,1.8
K298,2018,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,1.5,2.2
Q239,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2
Q263,2018,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.33,1.0,1.4
Q307,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
Q210,2018,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
Q207,2018,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.6
K119,2018,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.5,2.6
Q104,2018,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.67,1.5,1.6
Q053,2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q042,2018,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.2
Q566,2018,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.33,1.0,1.2
Q435,2018,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.33,1.0,1.4
Q205,2018,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.4
Q186,2018,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.33,1.5,1.4
Q172,2018,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.5,2.6
Q162,2018,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
Q067,2018,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.33,1.0,1.6
Q460,2018,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
Q285,2018,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.5,1.6
Q242,2018,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.67,1.5,1.8
Q237,2018,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.5,1.4
Q219,2018,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.67,1.5,1.2
